,Code,Site,Bank,Dist,Group,Abund,Biomass,PercC,PercN,d13C,d15N,Trophic,shortSite,SiteBank,d13Cadj,d15Nadj,PercCaq,PercNaq,Region,Width,WidthClass,WidthClass2,Order,OrderClass,Geomorph,Banks,VegFld,VegUp,VegShift,PercAq,PercAqAdj,PercAqRel
2016,LTEN1-RB/5 PrSpHu,LTEN1,RB,5,PrSpHu,6,75.6,0.4807,0.1276,-14.44,6.69,2,LTEN1,LTEN1RB,-11.75,6.71,0.7187,0.993,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.7187,0.7187,0.395313844
2017,LTEN1-RB/5 PrSpWe,LTEN1,RB,5,PrSpWe,5,30.3,0.5212,0.1203,-15.05,4.82,2,LTEN1,LTEN1RB,-12.36,4.84,0.6229,0.665,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6229,0.6229,0.189380911
2286,LTEN1-RB/110 PrSpWe,LTEN1,RB,110,PrSpWe,5,4.5,0.4478,0.1075,-13.73,3.87,2,LTEN1,LTEN1RB,-11.04,3.89,0.8303,0.4984,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.8303,0.8303,0.635210662
2287,LTEN1-RB/0 PrSpHu,LTEN1,RB,0,PrSpHu,4,82.1,0.4902,0.1245,-13.37,7.79,2,LTEN1,LTEN1RB,-10.68,7.81,0.8868,1,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.8868,0.8868,0.756663801
2289,LTEN1-RB/10 PrSpHu,LTEN1,RB,10,PrSpHu,4,19.7,0.4702,0.1148,-14.89,6.14,2,LTEN1,LTEN1RB,-12.2,6.16,0.648,0.8965,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.648,0.648,0.243336199
2292,LTEN1-RB/20 PrSpHu,LTEN1,RB,20,PrSpHu,3,4.9,0.466,0.1097,-14.82,4.21,2,LTEN1,LTEN1RB,-12.13,4.23,0.659,0.558,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.659,0.659,0.266981943
2295,LTEN1-RB/25 PrSpHu,LTEN1,RB,25,PrSpHu,4,5,0.4759,0.1197,-14.55,5.4,2,LTEN1,LTEN1RB,-11.86,5.42,0.7014,0.7667,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.7014,0.7014,0.358125537
743,RESI1.2-LB/0 PrSpHu,RESI1.2,LB,0,PrSpHu,32,29.1,0.4343,0.1283,-25.97,1.22,2,RESI1,RESI1LB,-15.47,-6.12,0.3038,0.4849,Tagliamento,7,3,3to4,2,3to4,Braided,Steep,Barren,Understory,Barren–Understory,0.3038,0.3038,0
746,RESI1.2-LB/0 PrBeet,RESI1.2,LB,0,PrBeet,4,4,0.4008,0.095,-25.14,3.83,2,RESI1,RESI1LB,-14.64,-3.51,0.2233,0.9268,Tagliamento,7,3,3to4,2,3to4,Braided,Steep,Barren,Understory,Barren–Understory,0.2233,0.3038,0
749,RESI1.2-LB/1 PrSpWe,RESI1.2,LB,1,PrSpWe,4,5.9,0.4395,0.1232,-27.14,1.08,2,RESI1,RESI1LB,-16.64,-6.26,0.4172,0.4612,Tagliamento,7,3,3to4,2,3to4,Braided,Steep,Barren,Understory,Barren–Understory,0.4172,0.4172,1
1057,RESI1.2-LB/7 PrSpWe,RESI1.2,LB,7,PrSpWe,3,6.4,0.5212,0.1107,-25.99,-1.18,2,RESI1,RESI1LB,-15.49,-8.52,0.3057,0.0786,Tagliamento,7,3,3to4,2,3to4,Braided,Steep,Barren,Understory,Barren–Understory,0.3057,0.3057,0.01675485
1059,RESI1.2-LB/12 PrSpHu,RESI1.2,LB,12,PrSpHu,3,11.6,0.5705,0.1043,-26.04,0.33,2,RESI1,RESI1LB,-15.54,-7.01,0.3106,0.3343,Tagliamento,7,3,3to4,2,3to4,Braided,Steep,Barren,Understory,Barren–Understory,0.3106,0.3106,0.059964727
791,RESI2-LB/0 PrSpHu,RESI2,LB,0,PrSpHu,41,30.3,0.4321,0.1134,-26.56,5.19,2,RESI2,RESI2LB,-29.21,4.2,0.7813,0.9316,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7813,0.7813,0.159815597
792,RESI2-LB/0 PrBeet,RESI2,LB,0,PrBeet,4,7.2,0.4609,0.1017,-26.23,8.29,2,RESI2,RESI2LB,-28.88,7.3,0.7397,1,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7397,0.7397,0
793,RESI2-LB/0 PrSpWe,RESI2,LB,0,PrSpWe,6,17.3,0.5057,0.1386,-28.13,3.41,2,RESI2,RESI2LB,-30.78,2.42,0.9794,0.6549,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.9794,0.9794,0.920860546
796,RESI2-LB/1 PrBeet,RESI2,LB,1,PrBeet,3,122.9,0.5088,0.0969,-27.22,3.25,2,RESI2,RESI2LB,-29.87,2.26,0.8646,0.63,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8646,0.8646,0.479830964
798,RESI2-LB/1 PrSpHu,RESI2,LB,1,PrSpHu,44,82.1,0.4036,0.0977,-26.58,4.55,2,RESI2,RESI2LB,-29.23,3.56,0.7838,0.8321,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7838,0.7838,0.1694199
800,RESI2-LB/1 PrSpWe,RESI2,LB,1,PrSpWe,2,5,0.3122,0.0867,-28.69,2.62,2,RESI2,RESI2LB,-31.34,1.63,1,0.5321,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,1,1,1
808,RESI2-LB/4 PrBeet,RESI2,LB,4,PrBeet,17,613.7,0.4939,0.0927,-27.43,2.56,2,RESI2,RESI2LB,-30.08,1.57,0.8911,0.5228,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8911,0.8911,0.581636573
809,RESI2-LB/4 PrSpWe,RESI2,LB,4,PrSpWe,1,4.1,0.4015,0.0992,-26.35,3.29,2,RESI2,RESI2LB,-29,2.3,0.7549,0.6363,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7549,0.7549,0.058394161
812,RESI2-LB/8 PrBeet,RESI2,LB,8,PrBeet,8,180.9,0.5033,0.0949,-27.41,3.15,2,RESI2,RESI2LB,-30.06,2.16,0.8886,0.6145,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8886,0.8886,0.57203227
813,RESI2-LB/8 PrSpHu,RESI2,LB,8,PrSpHu,12,50.4,0.4335,0.095,-26.9,4.03,2,RESI2,RESI2LB,-29.55,3.04,0.8243,0.7513,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8243,0.8243,0.325009604
814,RESI2-LB/8 PrSpWe,RESI2,LB,8,PrSpWe,11,39.6,0.395,0.0983,-26.84,2.41,2,RESI2,RESI2LB,-29.49,1.42,0.8166,0.4995,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8166,0.8166,0.295428352
818,RESI2-LB/16 PrSpWe,RESI2,LB,16,PrSpWe,4,10.8,0.3771,0.0957,-26.35,2.06,2,RESI2,RESI2LB,-29,1.07,0.7549,0.4451,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7549,0.7549,0.058394161
819,RESI2-LB/16 PrSpHu,RESI2,LB,16,PrSpHu,2,5.4,0.4915,0.1265,-27.16,1.72,2,RESI2,RESI2LB,-29.81,0.73,0.8571,0.3922,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8571,0.8571,0.451018056
820,RESI2-LB/28 PrSpHu,RESI2,LB,28,PrSpHu,7,38,0.3935,0.1067,-26.48,2.82,2,RESI2,RESI2LB,-29.13,1.83,0.7712,0.5632,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7712,0.7712,0.121014214
822,RESI2-LB/28 PrBeet,RESI2,LB,28,PrBeet,6,153.5,0.4978,0.1016,-27,1.97,2,RESI2,RESI2LB,-29.65,0.98,0.8368,0.4311,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8368,0.8368,0.373031118
824,RESI2-RB/0 PrBeet,RESI2,RB,0,PrBeet,7,64.1,0.4717,0.107,-26.93,3.38,2,RESI2,RESI2RB,-29.58,2.39,0.828,0.6503,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.828,0.828,0.172061329
825,RESI2-RB/0 PrSpHu,RESI2,RB,0,PrSpHu,199,336.3,0.4454,0.1177,-27.7,4.72,2,RESI2,RESI2RB,-30.35,3.73,0.9252,0.8585,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.9252,0.9252,1
831,RESI2-RB/1 PrBeet,RESI2,RB,1,PrBeet,5,6.1,0.4433,0.0895,-27.21,0.98,2,RESI2,RESI2RB,-29.86,-0.01,0.8633,0.2772,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8633,0.8633,0.47274276
832,RESI2-RB/1 PrSpHu,RESI2,RB,1,PrSpHu,179,272.6,0.3995,0.101,-27.36,5.63,2,RESI2,RESI2RB,-30.01,4.64,0.8822,1,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8822,0.8822,0.633730835
833,RESI2-RB/1 PrSpWe,RESI2,RB,1,PrSpWe,8,10.9,0.42,0.1132,-27.14,1.58,2,RESI2,RESI2RB,-29.79,0.59,0.8545,0.3705,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8545,0.8545,0.397785349
835,RESI2-RB/2 PrSpHu,RESI2,RB,2,PrSpHu,62,119.1,0.348,0.0804,-25.97,4.48,2,RESI2,RESI2RB,-28.62,3.49,0.7069,0.8212,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7069,0.8078,0
837,RESI2-RB/2 PrBeet,RESI2,RB,2,PrBeet,8,15.2,0.3961,0.0818,-27.07,2.17,2,RESI2,RESI2RB,-29.72,1.18,0.8457,0.4622,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8457,0.8457,0.322827939
840,RESI2-RB/2 PrSpWe,RESI2,RB,2,PrSpWe,2,9.7,0.4536,0.1171,-27.17,4.11,2,RESI2,RESI2RB,-29.82,3.12,0.8583,0.7637,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8583,0.8583,0.430153322
846,RESI2-RB/4 PrSpHu,RESI2,RB,4,PrSpHu,10,11.8,0.4646,0.1296,-26.54,5.28,2,RESI2,RESI2RB,-29.19,4.29,0.7788,0.9456,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.7788,0.8078,0
847,RESI2-RB/8 PrBeet,RESI2,RB,8,PrBeet,1,5.3,0.5134,0.1126,-28.65,2.23,2,RESI2,RESI2RB,-31.3,1.24,1,0.4715,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,1,0.9252,1
849,RESI2-RB/8 PrSpHu,RESI2,RB,8,PrSpHu,46,51.4,0.4719,0.1299,-27.8,6.3,2,RESI2,RESI2RB,-30.45,5.31,0.9378,1,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.9378,0.9252,1
851,RESI2-RB/8 PrSpWe,RESI2,RB,8,PrSpWe,7,9.5,0.4557,0.135,-26.77,3.6,2,RESI2,RESI2RB,-29.42,2.61,0.8078,0.6845,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.8078,0.8078,0
854,RESI2-RB/12 PrSpWe,RESI2,RB,12,PrSpWe,6,6.3,0.4487,0.1193,-27.58,3.25,2,RESI2,RESI2RB,-30.23,2.26,0.91,0.63,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.91,0.91,0.870528109
855,RESI2-RB/12 PrSpHu,RESI2,RB,12,PrSpHu,68,59.2,0.4614,0.1239,-27.51,6.01,2,RESI2,RESI2RB,-30.16,5.02,0.9012,1,Tagliamento,5,3,1to2,2,1to2,Straight,Gradual,Understory,Overstory,Understory–Overstory,0.9012,0.9012,0.795570698
859,RESI3-LB/0 PrBeet,RESI3,LB,0,PrBeet,20,121.8,0.4999,0.1101,-28.52,-0.5,2,RESI3,RESI3LB,-34.67,-5.08,1,0.6213,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,1,1,1
860,RESI3-LB/0 PrSpWe,RESI3,LB,0,PrSpWe,4,9.4,0.4576,0.1201,-26.63,1.21,2,RESI3,RESI3LB,-32.78,-3.37,0.7783,0.198,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7783,0.7783,0.233137323
861,RESI3-LB/0 PrSpHu,RESI3,LB,0,PrSpHu,5,7.5,0.5436,0.0894,-27.88,0.84,2,RESI3,RESI3LB,-34.03,-3.74,1,0.2896,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,1,1,1
863,RESI3-LB/1 PrSpWe,RESI3,LB,1,PrSpWe,6,11.4,0.5502,0.0994,-26.57,0.35,2,RESI3,RESI3LB,-32.72,-4.23,0.7676,0.4109,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7676,0.7676,0.196125908
867,RESI3-LB/1 PrBeet,RESI3,LB,1,PrBeet,7,5.3,0.6519,0.082,-27.55,2.11,2,RESI3,RESI3LB,-33.7,-2.47,0.9414,0,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.9414,0.9414,0.797301972
869,RESI3-LB/2 PrSpHu,RESI3,LB,2,PrSpHu,5,10.2,0.4933,0.1035,-28.46,-2.03,2,RESI3,RESI3LB,-34.61,-6.61,1,1,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,1,1,1
871,RESI3-LB/2 PrBeet,RESI3,LB,2,PrBeet,3,5.1,0.4705,0.0956,-27.37,-1.77,2,RESI3,RESI3LB,-33.52,-6.35,0.9095,0.9356,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.9095,0.9095,0.68695953
872,RESI3-LB/2 PrSpWe,RESI3,LB,2,PrSpWe,14,46.3,0.438,0.1064,-26.68,-0.52,2,RESI3,RESI3LB,-32.83,-5.1,0.7871,0.6262,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7871,0.7871,0.263576617
873,RESI3-LB/4 PrSpWe,RESI3,LB,4,PrSpWe,42,173.5,0.3882,0.0911,-26.18,-1.03,2,RESI3,RESI3LB,-32.33,-5.61,0.6985,0.7525,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6985,0.7109,0
876,RESI3-LB/4 PrBeet,RESI3,LB,4,PrBeet,4,62.8,0.4657,0.0944,-27.01,-0.43,2,RESI3,RESI3LB,-33.16,-5.01,0.8457,0.6039,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8457,0.8457,0.466274645
877,RESI3-LB/4 PrSpHu,RESI3,LB,4,PrSpHu,5,13.6,0.4762,0.1068,-25.79,1.47,2,RESI3,RESI3LB,-31.94,-3.11,0.6293,0.1337,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6293,0.7109,0
878,RESI3-LB/8 PrBeet,RESI3,LB,8,PrBeet,9,443.1,0.4498,0.0891,-26.77,-0.5,2,RESI3,RESI3LB,-32.92,-5.08,0.8031,0.6213,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8031,0.8031,0.318920789
879,RESI3-LB/8 PrSpWe,RESI3,LB,8,PrSpWe,37,177.1,0.3603,0.086,-26.25,-0.82,2,RESI3,RESI3LB,-32.4,-5.4,0.7109,0.7005,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7109,0.7109,0
883,RESI3-LB/8 PrSpHu,RESI3,LB,8,PrSpHu,5,16.5,0.4302,0.1118,-25.71,1.04,2,RESI3,RESI3LB,-31.86,-3.54,0.6151,0.2401,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6151,0.7109,0
884,RESI3-LB/16 PrBeet,RESI3,LB,16,PrBeet,7,251.9,0.4882,0.0975,-27.39,0.86,2,RESI3,RESI3LB,-33.54,-3.72,0.913,0.2846,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.913,0.913,0.699066067
887,RESI3-LB/16 PrSpHu,RESI3,LB,16,PrSpHu,14,23.6,0.4564,0.1001,-26.32,1.07,2,RESI3,RESI3LB,-32.47,-3.51,0.7233,0.2326,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7233,0.7233,0.042891733
888,RESI3-LB/16 PrSpWe,RESI3,LB,16,PrSpWe,25,100.3,0.431,0.0952,-26.64,-0.61,2,RESI3,RESI3LB,-32.79,-5.19,0.7801,0.6485,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7801,0.7801,0.239363542
989,RESI3-LB/32 PrSpHu,RESI3,LB,32,PrSpHu,8,14.2,0.4683,0.1026,-26.52,1.03,2,RESI3,RESI3LB,-32.67,-3.55,0.7588,0.2425,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7588,0.7588,0.165686614
990,RESI3-LB/32 PrSpWe,RESI3,LB,32,PrSpWe,26,119.3,0.3361,0.0736,-26.37,-0.55,2,RESI3,RESI3LB,-32.52,-5.13,0.7322,0.6336,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7322,0.7322,0.073676928
991,RESI3-LB/32 PrBeet,RESI3,LB,32,PrBeet,13,345.3,0.4672,0.0929,-26.4,1.58,2,RESI3,RESI3LB,-32.55,-3,0.7374,0.1064,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7374,0.7374,0.091663784
1001,RESI3-LB/48 PrSpWe,RESI3,LB,48,PrSpWe,128,784.1,0.3695,0.0859,-26.11,0.12,2,RESI3,RESI3LB,-32.26,-4.46,0.686,0.4678,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.686,0.7109,0
1003,RESI3-LB/48 PrBeet,RESI3,LB,48,PrBeet,5,479.2,0.4356,0.079,-27.02,0.92,2,RESI3,RESI3LB,-33.17,-3.66,0.8475,0.2698,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8475,0.8475,0.472500865
1004,RESI3-LB/48 PrSpHu,RESI3,LB,48,PrSpHu,11,53.9,0.3673,0.0787,-26.35,1.48,2,RESI3,RESI3LB,-32.5,-3.1,0.7286,0.1312,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7286,0.7286,0.06122449
959,RESI3-RB/8 PrSpHu,RESI3,RB,8,PrSpHu,9,46.4,0.4036,0.0976,-25.99,1.91,2,RESI3,RESI3RB,-32.14,-2.67,0.6647,0.0247,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6647,0.6647,0
962,RESI3-RB/8 PrBeet,RESI3,RB,8,PrBeet,3,41.8,0.4198,0.0859,-26.05,0.79,2,RESI3,RESI3RB,-32.2,-3.79,0.6754,0.302,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6754,0.6754,0.031911721
968,RESI3-RB/4 PrBeet,RESI3,RB,4,PrBeet,4,209.2,0.4263,0.0954,-26.1,-0.84,2,RESI3,RESI3RB,-32.25,-5.42,0.6843,0.7054,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6843,0.6843,0.058455115
969,RESI3-RB/4 PrSpHu,RESI3,RB,4,PrSpHu,53,82.2,0.433,0.1052,-26.12,2.01,2,RESI3,RESI3RB,-32.27,-2.57,0.6878,0,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6878,0.6878,0.068893528
972,RESI3-RB/2 PrSpHu,RESI3,RB,2,PrSpHu,25,27.8,0.407,0.0949,-26.31,1.91,2,RESI3,RESI3RB,-32.46,-2.67,0.7216,0.0247,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7216,0.7216,0.169698777
977,RESI3-RB/1 PrBeet,RESI3,RB,1,PrBeet,8,8.7,0.4895,0.1057,-27.74,0.1,2,RESI3,RESI3RB,-33.89,-4.48,0.9752,0.4728,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.9752,0.9752,0.926036385
978,RESI3-RB/1 PrSpWe,RESI3,RB,1,PrSpWe,3,4.2,0.448,0.1119,-27.3,0.39,2,RESI3,RESI3RB,-33.45,-4.19,0.8972,0.401,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8972,0.8972,0.693408888
979,RESI3-RB/1 PrSpHu,RESI3,RB,1,PrSpHu,9,10.1,0.4487,0.1147,-27.29,1.46,2,RESI3,RESI3RB,-33.44,-3.12,0.8954,0.1361,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8954,0.8954,0.688040561
982,RESI3-RB/19 PrSpHu,RESI3,RB,19,PrSpHu,40,34.8,0.367,0.0877,-26.05,1.79,2,RESI3,RESI3RB,-32.2,-2.79,0.6754,0.0544,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6754,0.6754,0.031911721
983,RESI3-RB/19 PrBeet,RESI3,RB,19,PrBeet,1,274.8,0.5339,0.0911,-26.92,0.74,2,RESI3,RESI3RB,-33.07,-3.84,0.8297,0.3143,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8297,0.8297,0.49209663
984,RESI3-RB/16 PrSpWe,RESI3,RB,16,PrSpWe,13,38.9,0.4389,0.1074,-26.22,-0.47,2,RESI3,RESI3RB,-32.37,-5.05,0.7056,0.6138,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7056,0.7056,0.121980316
986,RESI3-RB/16 PrBeet,RESI3,RB,16,PrBeet,3,108.5,0.4919,0.1088,-26.44,1.6,2,RESI3,RESI3RB,-32.59,-2.98,0.7445,0.1015,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7445,0.7445,0.237995825
987,RESI3-RB/16 PrSpHu,RESI3,RB,16,PrSpHu,9,19.7,0.495,0.1197,-26.03,1.44,2,RESI3,RESI3RB,-32.18,-3.14,0.6719,0.1411,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6719,0.6719,0.021473307
994,RESI3-RB/0 PrSpHu,RESI3,RB,0,PrSpHu,8,27.6,0.3527,0.0866,-26.77,1.08,2,RESI3,RESI3RB,-32.92,-3.5,0.8031,0.2302,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8031,0.8031,0.412764688
996,RESI3-RB/0 PrBeet,RESI3,RB,0,PrBeet,13,26.2,0.4709,0.0956,-28.93,-0.37,2,RESI3,RESI3RB,-35.08,-4.95,1,0.5891,Tagliamento,3,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,1,1,1
893,RESI4-LB/0 PrSpWe,RESI4,LB,0,PrSpWe,5,15.1,0.4665,0.1126,-26.49,-1.32,2,RESI4,RESI4LB,-31.97,-2.54,0.0665,0.4409,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0665,0.0665,0.83044316
894,RESI4-LB/1 PrSpWe,RESI4,LB,1,PrSpWe,7,24,0.468,0.1166,-26.37,-1.23,2,RESI4,RESI4LB,-31.85,-2.45,0.0753,0.4259,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0753,0.0753,1
896,RESI4-LB/1 PrSpHu,RESI4,LB,1,PrSpHu,12,8.2,0.477,0.118,-26.6,0.2,2,RESI4,RESI4LB,-32.08,-1.02,0.0585,0.188,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0585,0.0585,0.676300578
898,RESI4-LB/2 PrBeet,RESI4,LB,2,PrBeet,4,62.7,0.4699,0.098,-27.08,-0.92,2,RESI4,RESI4LB,-32.56,-2.14,0.0234,0.3744,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0234,0.0234,0
900,RESI4-LB/2 PrSpHu,RESI4,LB,2,PrSpHu,20,19.9,0.4776,0.1155,-26.51,-0.21,2,RESI4,RESI4LB,-31.99,-1.43,0.065,0.2562,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.065,0.065,0.801541426
902,RESI4-LB/2 PrSpWe,RESI4,LB,2,PrSpWe,9,48.4,0.4832,0.1128,-26.78,-1.5,2,RESI4,RESI4LB,-32.26,-2.72,0.0454,0.4709,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0454,0.0454,0.4238921
904,RESI4-LB/4 PrSpHu,RESI4,LB,4,PrSpHu,4,24.4,0.2574,0.0481,-26.97,-0.08,2,RESI4,RESI4LB,-32.45,-1.3,0.0314,0.2346,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0314,0.0314,0.154142582
906,RESI4-LB/4 PrSpWe,RESI4,LB,4,PrSpWe,7,23.5,0.4496,0.1033,-26.82,-1.86,2,RESI4,RESI4LB,-32.3,-3.08,0.0424,0.5308,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0424,0.0424,0.366088632
907,RESI4-LB/4 PrBeet,RESI4,LB,4,PrBeet,4,164.6,0.4663,0.0991,-26.68,-2.13,2,RESI4,RESI4LB,-32.16,-3.35,0.0526,0.5757,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0526,0.0526,0.562620424
908,RESI4-LB/8 PrBeet,RESI4,LB,8,PrBeet,4,166.6,0.46,0.0935,-27.31,-0.74,2,RESI4,RESI4LB,-32.79,-1.96,0.0066,0.3444,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0066,0.0234,0
910,RESI4-LB/8 PrSpHu,RESI4,LB,8,PrSpHu,5,38.7,0.2809,0.0511,-27.02,0.08,2,RESI4,RESI4LB,-32.5,-1.14,0.0277,0.208,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0277,0.0277,0.082851638
