Code,Site,Bank,Dist,Group,Method,Replicate,Abund,Biomass
BOLZ1-RB/0 AeAqDi,BOLZ1,RB,0,AeAqDi,Night Sampling,0,3,13
BOLZ1-RB/0 AeAqTr,BOLZ1,RB,0,AeAqTr,Night Sampling,0,72,221.9
BOLZ1-RB/0 TeMisc,BOLZ1,RB,0,TeMisc,Night Sampling,0,421,47.4
BOLZ1-RB/0 HeHemi,BOLZ1,RB,0,HeHemi,Night Sampling,0,2,2.7
BOLZ1-RB/0 PrBeet,BOLZ1,RB,0,PrBeet,Night Sampling,0,28,18.4
BOLZ1-RB/0 AeAqEp,BOLZ1,RB,0,AeAqEp,Night Sampling,0,4,5.1
RESI5.2-LB/8 AeAqTr,RESI5.2,LB,8,AeAqTr,Night Sampling,0,6,67.8
RESI5.2-LB/8 AeLepi,RESI5.2,LB,8,AeLepi,Night Sampling,0,3,7.8
RESI5.2-LB/8 TeMisc,RESI5.2,LB,8,TeMisc,Night Sampling,0,7,8.8
RESI5.2-LB/8 TeMisc,RESI5.2,LB,8,TeMisc,Night Sampling,0,2,0.1
RESI5.2-LB/8 HeHemi,RESI5.2,LB,8,HeHemi,Night Sampling,0,1,0.2
RESI1.1-RB/0 AeLepi,RESI1.1,RB,0,AeLepi,Night Sampling,0,2,7.8
RESI1.1-RB/0 AeAqTr,RESI1.1,RB,0,AeAqTr,Night Sampling,0,7,24.4
RESI1.1-RB/0 AeAqDi,RESI1.1,RB,0,AeAqDi,Night Sampling,0,2,1.1
RESI1.1-RB/0 TeMisc,RESI1.1,RB,0,TeMisc,Night Sampling,0,9,1.4
RESI1.1-RB/0 AeAqDi,RESI1.1,RB,0,AeAqDi,Night Sampling,0,2,0.1
RESI4-LB/16 AeAqTr,RESI4,LB,16,AeAqTr,Night Sampling,0,5,14.7
RESI4-LB/16 AeLepi,RESI4,LB,16,AeLepi,Night Sampling,0,1,0.4
RESI4-LB/16 TeMisc,RESI4,LB,16,TeMisc,Night Sampling,0,10,19.8
ISLA1.1-RB/8 AeAqTr,ISLA1.1,RB,8,AeAqTr,Night Sampling,0,8,13.8
ISLA1.1-RB/8 AeLepi,ISLA1.1,RB,8,AeLepi,Night Sampling,0,3,3
ISLA1.1-RB/8 TeMisc,ISLA1.1,RB,8,TeMisc,Night Sampling,0,37,4.8
ISLA1.1-RB/8 TeMisc,ISLA1.1,RB,8,TeMisc,Night Sampling,0,3,3.3
ISLA1.1-LB/0 PrBeet,ISLA1.1,LB,0,PrBeet,Pitfall,1,10,13.2
ISLA1.1-LB/0 TeMisc,ISLA1.1,LB,0,TeMisc,Pitfall,1,18,3
ISLA1.1-LB/0 PrSpHu,ISLA1.1,LB,0,PrSpHu,Pitfall,1,1,0.3
ISLA1.1-LB/1 PrSpHu,ISLA1.1,LB,1,PrSpHu,Pitfall,1,3,8.9
ISLA1.1-LB/1 PrBeet,ISLA1.1,LB,1,PrBeet,Pitfall,1,2,1.7
ISLA1.1-LB/1 TeMisc,ISLA1.1,LB,1,TeMisc,Pitfall,1,7,0.4
ISLA1.1-LB/1 HeHemi,ISLA1.1,LB,1,HeHemi,Pitfall,1,2,0.2
ISLA1.1-LB/1 PrSpHu,ISLA1.1,LB,1,PrSpHu,Pitfall,2,4,18.7
ISLA1.1-LB/1 TeMisc,ISLA1.1,LB,1,TeMisc,Pitfall,2,3,0.1
ISLA1.1-LB/1 PrSpHu,ISLA1.1,LB,1,PrSpHu,Pitfall,3,1,2.5
ISLA1.1-LB/1 PrBeet,ISLA1.1,LB,1,PrBeet,Pitfall,3,1,0.4
ISLA1.1-LB/1 HeHemi,ISLA1.1,LB,1,HeHemi,Pitfall,3,2,0.3
ISLA1.1-LB/1 TeMisc,ISLA1.1,LB,1,TeMisc,Pitfall,3,5,0.2
ISLA1.1-LB/2 PrSpHu,ISLA1.1,LB,2,PrSpHu,Pitfall,1,1,0.4
ISLA1.1-LB/2 HeHemi,ISLA1.1,LB,2,HeHemi,Pitfall,1,2,0.4
ISLA1.1-LB/2 TeMisc,ISLA1.1,LB,2,TeMisc,Pitfall,1,3,0.6
BOLZ1-RB/155 AeAqEp,BOLZ1,RB,155,AeAqEp,Night Sampling,0,2,3.9
BOLZ1-RB/155 HeHemi,BOLZ1,RB,155,HeHemi,Night Sampling,0,8,1.4
BOLZ1-RB/155 TeMisc,BOLZ1,RB,155,TeMisc,Night Sampling,0,30,3.6
BOLZ1-RB/155 TeMisc,BOLZ1,RB,155,TeMisc,Night Sampling,0,70,22.5
BOLZ1-RB/155 AeAqDi,BOLZ1,RB,155,AeAqDi,Night Sampling,0,1,0.6
BOLZ1-RB/155 PrBeet,BOLZ1,RB,155,PrBeet,Night Sampling,0,7,5.1
BOLZ1-RB/155 AeLepi,BOLZ1,RB,155,AeLepi,Night Sampling,0,3,9.3
BOLZ1-RB/155 AeAqTr,BOLZ1,RB,155,AeAqTr,Night Sampling,0,17,87
ISLA1.1-LB/0 PrSpHu,ISLA1.1,LB,0,PrSpHu,Pitfall,2,1,1.8
ISLA1.1-LB/0 TeMisc,ISLA1.1,LB,0,TeMisc,Pitfall,2,7,0.7
ISLA1.1-LB/0 PrBeet,ISLA1.1,LB,0,PrBeet,Pitfall,2,1,0.1
ISLA1.1-LB/0 TeMisc,ISLA1.1,LB,0,TeMisc,Pitfall,3,9,3.2
ISLA1.6-RB/0 AeAqTr,ISLA1.6,RB,0,AeAqTr,Night Sampling,0,7,39
ISLA1.6-RB/0 TeMisc,ISLA1.6,RB,0,TeMisc,Night Sampling,0,39,21.8
ISLA1.6-RB/0 PrBeet,ISLA1.6,RB,0,PrBeet,Night Sampling,0,6,7.5
ISLA1.6-RB/0 HeHemi,ISLA1.6,RB,0,HeHemi,Night Sampling,0,7,12.1
ISLA1.6-RB/0 TeMisc,ISLA1.6,RB,0,TeMisc,Night Sampling,0,517,75.7
ISLA1.1-LB/4 PrSpHu,ISLA1.1,LB,4,PrSpHu,Pitfall,1,3,50.7
ISLA1.1-LB/4 TeMisc,ISLA1.1,LB,4,TeMisc,Pitfall,1,3,6.5
ISLA1.1-LB/4 PrBeet,ISLA1.1,LB,4,PrBeet,Pitfall,1,1,0.3
BOLZ1-RB/0 PrBeet,BOLZ1,RB,0,PrBeet,Ground,0,9,23.9
BOLZ1-RB/0 PrSpHu,BOLZ1,RB,0,PrSpHu,Ground,0,3,5.1
BOLZ1-RB/0 TeMisc,BOLZ1,RB,0,TeMisc,Ground,0,6,5.5
BOLZ1-LB/0 TeMisc,BOLZ1,LB,0,TeMisc,Sweep,0,3,0.7
BOLZ1-LB/0 PrSpHu,BOLZ1,LB,0,PrSpHu,Sweep,0,1,0.4
BOLZ1-LB/0 PrSpWe,BOLZ1,LB,0,PrSpWe,Sweep,0,1,0.2
BOLZ1-LB/1 PrSpWe,BOLZ1,LB,1,PrSpWe,Sweep,0,1,11.5
BOLZ1-LB/1 TeMisc,BOLZ1,LB,1,TeMisc,Sweep,0,6,8.6
BOLZ1-LB/2 PrSpWe,BOLZ1,LB,2,PrSpWe,Sweep,0,4,1.1
BOLZ1-LB/2 TeMisc,BOLZ1,LB,2,TeMisc,Sweep,0,8,10.9
BOLZ1-LB/2 PrSpHu,BOLZ1,LB,2,PrSpHu,Sweep,0,1,0.3
BOLZ1-LB/4 PrSpWe,BOLZ1,LB,4,PrSpWe,Sweep,0,6,3.7
BOLZ1-LB/4 TeMisc,BOLZ1,LB,4,TeMisc,Sweep,0,2,0.5
BOLZ1-LB/4 PrSpHu,BOLZ1,LB,4,PrSpHu,Sweep,0,6,2.3
BOLZ1-LB/8 TeMisc,BOLZ1,LB,8,TeMisc,Sweep,0,11,29.6
BOLZ1-LB/8 PrSpWe,BOLZ1,LB,8,PrSpWe,Sweep,0,12,3.4
BOLZ1-LB/8 PrSpHu,BOLZ1,LB,8,PrSpHu,Sweep,0,7,4
BOLZ1-LB/16 TeMisc,BOLZ1,LB,16,TeMisc,Sweep,0,68,103.3
BOLZ1-LB/16 PrSpWe,BOLZ1,LB,16,PrSpWe,Sweep,0,15,7.6
BOLZ1-LB/16 PrSpHu,BOLZ1,LB,16,PrSpHu,Sweep,0,5,2
BOLZ1-RB/176 TeMisc,BOLZ1,RB,176,TeMisc,Sweep,0,18,32.7
BOLZ1-RB/176 PrSpHu,BOLZ1,RB,176,PrSpHu,Sweep,0,2,1.1
BOLZ1-RB/176 PrSpWe,BOLZ1,RB,176,PrSpWe,Sweep,0,3,0.6
BOLZ1-RB/155 HeHemi,BOLZ1,RB,155,HeHemi,Sweep,0,19,17
BOLZ1-RB/155 PrSpWe,BOLZ1,RB,155,PrSpWe,Sweep,0,7,3.2
BOLZ1-RB/155 TeMisc,BOLZ1,RB,155,TeMisc,Sweep,0,17,11.8
BOLZ1-RB/155 PrSpHu,BOLZ1,RB,155,PrSpHu,Sweep,0,10,2.8
BOLZ1-RB/132 TeMisc,BOLZ1,RB,132,TeMisc,Sweep,0,26,52
BOLZ1-RB/132 HeHemi,BOLZ1,RB,132,HeHemi,Sweep,0,3,0.4
BOLZ1-RB/132 PrSpHu,BOLZ1,RB,132,PrSpHu,Sweep,0,1,4.4
BOLZ1-RB/132 PrSpWe,BOLZ1,RB,132,PrSpWe,Sweep,0,1,0.1
BOLZ1-RB/68 TeMisc,BOLZ1,RB,68,TeMisc,Sweep,0,11,5.4
BOLZ1-RB/68 HeHemi,BOLZ1,RB,68,HeHemi,Sweep,0,3,0.4
BOLZ1-RB/68 PrSpWe,BOLZ1,RB,68,PrSpWe,Sweep,0,2,1.2
BOLZ1-RB/68 PrSpHu,BOLZ1,RB,68,PrSpHu,Sweep,0,2,0.7
BOLZ1-RB/32 TeMisc,BOLZ1,RB,32,TeMisc,Sweep,0,5,40.9
BOLZ1-RB/32 PrSpWe,BOLZ1,RB,32,PrSpWe,Sweep,0,3,2.5
BOLZ1-RB/32 HeHemi,BOLZ1,RB,32,HeHemi,Sweep,0,1,1.3
BOLZ1-RB/32 PrSpHu,BOLZ1,RB,32,PrSpHu,Sweep,0,2,1.8
BELG1-LB/0 PrSpHu,BELG1,LB,0,PrSpHu,Pitfall,1,10,29.5
BELG1-LB/0 PrBeet,BELG1,LB,0,PrBeet,Pitfall,1,8,9.4
BELG1-LB/0 PrSpWe,BELG1,LB,0,PrSpWe,Pitfall,1,1,0.1
BELG1-LB/0 TeMisc,BELG1,LB,0,TeMisc,Pitfall,1,3,0.1
BELG1-LB/0 PrSpHu,BELG1,LB,0,PrSpHu,Pitfall,2,7,22.4
BELG1-LB/0 PrSpWe,BELG1,LB,0,PrSpWe,Pitfall,2,2,0.1
BELG1-LB/0 PrBeet,BELG1,LB,0,PrBeet,Pitfall,2,13,31.5
BELG1-LB/0 TeMisc,BELG1,LB,0,TeMisc,Pitfall,2,16,0.7
BELG1-LB/0 PrSpHu,BELG1,LB,0,PrSpHu,Pitfall,3,25,103.2
BELG1-LB/0 PrSpWe,BELG1,LB,0,PrSpWe,Pitfall,3,1,0.5
BELG1-LB/0 PrBeet,BELG1,LB,0,PrBeet,Pitfall,3,28,50
BELG1-LB/0 TeMisc,BELG1,LB,0,TeMisc,Pitfall,3,7,0.1
BELG1-LB/1 PrSpHu,BELG1,LB,1,PrSpHu,Pitfall,1,16,44.6
BELG1-LB/1 PrSpWe,BELG1,LB,1,PrSpWe,Pitfall,1,4,0.6
BELG1-LB/1 PrBeet,BELG1,LB,1,PrBeet,Pitfall,1,21,33.1
BELG1-LB/1 TeMisc,BELG1,LB,1,TeMisc,Pitfall,1,21,0.3
BELG1-LB/1 PrSpHu,BELG1,LB,1,PrSpHu,Pitfall,2,6,19.9
BELG1-LB/1 PrBeet,BELG1,LB,1,PrBeet,Pitfall,2,9,12.7
BELG1-LB/1 TeMisc,BELG1,LB,1,TeMisc,Pitfall,2,2,1
BELG1-LB/2 PrSpHu,BELG1,LB,2,PrSpHu,Pitfall,1,12,37.4
BELG1-LB/2 PrSpWe,BELG1,LB,2,PrSpWe,Pitfall,1,1,0.1
BELG1-LB/2 PrBeet,BELG1,LB,2,PrBeet,Pitfall,1,26,41.1
BELG1-LB/2 TeMisc,BELG1,LB,2,TeMisc,Pitfall,1,8,0.1
BELG1-LB/2 PrSpHu,BELG1,LB,2,PrSpHu,Pitfall,2,13,67.9
BELG1-LB/2 PrSpWe,BELG1,LB,2,PrSpWe,Pitfall,2,2,0.8
BELG1-LB/2 PrBeet,BELG1,LB,2,PrBeet,Pitfall,2,23,40.9
BELG1-LB/2 TeMisc,BELG1,LB,2,TeMisc,Pitfall,2,7,0.3
BELG1-LB/2 PrSpHu,BELG1,LB,2,PrSpHu,Pitfall,3,23,95.8
BELG1-LB/2 PrBeet,BELG1,LB,2,PrBeet,Pitfall,3,20,34.6
BELG1-LB/4 PrSpHu,BELG1,LB,4,PrSpHu,Pitfall,1,26,111.1
BELG1-LB/4 PrBeet,BELG1,LB,4,PrBeet,Pitfall,1,26,55.2
BELG1-LB/4 TeMisc,BELG1,LB,4,TeMisc,Pitfall,1,22,5.1
BELG1-LB/8 PrSpHu,BELG1,LB,8,PrSpHu,Pitfall,1,8,29.5
BELG1-LB/8 PrSpWe,BELG1,LB,8,PrSpWe,Pitfall,1,7,2.7
BELG1-LB/8 PrBeet,BELG1,LB,8,PrBeet,Pitfall,1,14,22.5
BELG1-LB/8 TeMisc,BELG1,LB,8,TeMisc,Pitfall,1,32,0.3
BELG1-LB/8 PrSpHu,BELG1,LB,8,PrSpHu,Pitfall,2,9,26.9
BELG1-LB/8 PrSpWe,BELG1,LB,8,PrSpWe,Pitfall,2,2,0.8
BELG1-LB/8 PrBeet,BELG1,LB,8,PrBeet,Pitfall,2,15,14.2
BELG1-LB/8 PrSpHu,BELG1,LB,8,PrSpHu,Pitfall,3,10,54.9
BELG1-LB/8 PrSpWe,BELG1,LB,8,PrSpWe,Pitfall,3,2,0.2
BELG1-LB/8 PrBeet,BELG1,LB,8,PrBeet,Pitfall,3,7,7.4
BELG1-LB/8 TeMisc,BELG1,LB,8,TeMisc,Pitfall,3,33,0.5
BELG1-LB/16 PrSpHu,BELG1,LB,16,PrSpHu,Pitfall,1,7,16.8
BELG1-LB/16 PrSpWe,BELG1,LB,16,PrSpWe,Pitfall,1,2,0.5
BELG1-LB/16 TeMisc,BELG1,LB,16,TeMisc,Pitfall,1,4,0.1
BELG1-LB/16 PrSpHu,BELG1,LB,16,PrSpHu,Pitfall,2,24,57.3
BELG1-LB/16 TeMisc,BELG1,LB,16,TeMisc,Pitfall,2,1,0.1
BELG1-LB/16 PrBeet,BELG1,LB,16,PrBeet,Pitfall,2,4,2
BELG1-LB/16 PrSpHu,BELG1,LB,16,PrSpHu,Pitfall,3,8,27.1
BELG1-LB/16 PrSpWe,BELG1,LB,16,PrSpWe,Pitfall,3,1,0.2
BELG1-LB/16 TeMisc,BELG1,LB,16,TeMisc,Pitfall,3,2,0.1
BELG1-LB/16 PrBeet,BELG1,LB,16,PrBeet,Pitfall,3,1,0.1
BELG1-LB/32 PrSpHu,BELG1,LB,32,PrSpHu,Pitfall,1,19,69
BELG1-LB/32 PrBeet,BELG1,LB,32,PrBeet,Pitfall,1,1,0.1
BELG1-LB/32 TeMisc,BELG1,LB,32,TeMisc,Pitfall,1,3,1.1
BELG1-LB/32 PrSpHu,BELG1,LB,32,PrSpHu,Pitfall,2,12,34.8
BELG1-LB/32 TeMisc,BELG1,LB,32,TeMisc,Pitfall,2,11,2.4
BELG1-LB/71 PrSpHu,BELG1,LB,71,PrSpHu,Pitfall,1,5,4.9
BELG1-LB/71 TeMisc,BELG1,LB,71,TeMisc,Pitfall,1,16,2.9
BELG1-LB/71 HeHemi,BELG1,LB,71,HeHemi,Pitfall,1,1,0.1
BELG1-LB/71 TeMisc,BELG1,LB,71,TeMisc,Pitfall,2,9,16.7
BELG1-LB/71 PrBeet,BELG1,LB,71,PrBeet,Pitfall,2,1,24.2
BELG1-LB/71 PrSpHu,BELG1,LB,71,PrSpHu,Pitfall,2,5,10.9
BELG1-LB/71 PrSpWe,BELG1,LB,71,PrSpWe,Pitfall,2,2,0.1
BELG1-LB/71 TeMisc,BELG1,LB,71,TeMisc,Pitfall,3,23,34.2
BELG1-LB/71 PrSpHu,BELG1,LB,71,PrSpHu,Pitfall,3,7,10.1
BELG1-LB/71 PrBeet,BELG1,LB,71,PrBeet,Pitfall,3,1,5.4
BELG1-LB/71 HeHemi,BELG1,LB,71,HeHemi,Pitfall,3,4,0.2
BELG1-LB/79 PrSpHu,BELG1,LB,79,PrSpHu,Pitfall,1,3,3.2
BELG1-LB/79 TeMisc,BELG1,LB,79,TeMisc,Pitfall,1,11,18.4
BELG1-LB/79 PrSpHu,BELG1,LB,79,PrSpHu,Pitfall,2,25,4.7
BELG1-LB/79 PrSpWe,BELG1,LB,79,PrSpWe,Pitfall,2,2,0.6
BELG1-LB/79 PrBeet,BELG1,LB,79,PrBeet,Pitfall,2,1,0.8
BELG1-LB/79 TeMisc,BELG1,LB,79,TeMisc,Pitfall,2,19,73.7
BELG1-LB/79 PrSpHu,BELG1,LB,79,PrSpHu,Pitfall,3,6,5
BELG1-LB/79 PrBeet,BELG1,LB,79,PrBeet,Pitfall,3,2,9.6
BELG1-LB/79 TeMisc,BELG1,LB,79,TeMisc,Pitfall,3,20,99.8
BELG1-RB/0 PrSpWe,BELG1,RB,0,PrSpWe,Pitfall,1,2,0.5
BELG1-RB/0 PrSpHu,BELG1,RB,0,PrSpHu,Pitfall,1,6,13.1
BELG1-RB/0 PrBeet,BELG1,RB,0,PrBeet,Pitfall,1,5,8.2
BELG1-RB/0 TeMisc,BELG1,RB,0,TeMisc,Pitfall,1,9,0.5
BELG1-RB/0 PrSpHu,BELG1,RB,0,PrSpHu,Pitfall,2,4,8.7
BELG1-RB/0 PrBeet,BELG1,RB,0,PrBeet,Pitfall,2,4,7.2
BELG1-RB/0 TeMisc,BELG1,RB,0,TeMisc,Pitfall,2,18,0.1
BELG1-RB/1 PrSpHu,BELG1,RB,1,PrSpHu,Pitfall,1,26,7.3
BELG1-RB/1 PrBeet,BELG1,RB,1,PrBeet,Pitfall,1,9,38.1
BELG1-RB/1 TeMisc,BELG1,RB,1,TeMisc,Pitfall,1,1,1.2
BELG1-RB/1 AeAqDi,BELG1,RB,1,AeAqDi,Pitfall,1,1,0.1
BELG1-RB/1 PrSpHu,BELG1,RB,1,PrSpHu,Pitfall,2,4,7.7
BELG1-RB/1 PrSpWe,BELG1,RB,1,PrSpWe,Pitfall,2,1,0.4
BELG1-RB/1 PrBeet,BELG1,RB,1,PrBeet,Pitfall,2,4,7.2
BELG1-RB/1 TeMisc,BELG1,RB,1,TeMisc,Pitfall,2,6,2.3
BELG1-RB/1 HeHemi,BELG1,RB,1,HeHemi,Pitfall,2,2,0.1
BELG1-RB/2 PrSpHu,BELG1,RB,2,PrSpHu,Pitfall,1,1,1.6
BELG1-RB/2 PrBeet,BELG1,RB,2,PrBeet,Pitfall,1,1,2.1
BELG1-RB/2 TeMisc,BELG1,RB,2,TeMisc,Pitfall,1,4,1.3
BELG1-RB/2 PrSpHu,BELG1,RB,2,PrSpHu,Pitfall,2,3,2.4
BELG1-RB/2 PrBeet,BELG1,RB,2,PrBeet,Pitfall,2,1,0.3
BELG1-RB/2 TeMisc,BELG1,RB,2,TeMisc,Pitfall,2,5,2.9
BELG1-RB/2 PrSpHu,BELG1,RB,2,PrSpHu,Pitfall,3,3,5.7
BELG1-RB/2 TeMisc,BELG1,RB,2,TeMisc,Pitfall,3,5,1.6
BELG1-RB/4 TeMisc,BELG1,RB,4,TeMisc,Pitfall,1,36,8
BELG1-RB/4 PrSpHu,BELG1,RB,4,PrSpHu,Pitfall,1,28,8
BELG1-RB/4 PrBeet,BELG1,RB,4,PrBeet,Pitfall,1,1,3.9
BELG1-RB/6 PrSpHu,BELG1,RB,6,PrSpHu,Pitfall,1,1,4.4
BELG1-RB/6 TeMisc,BELG1,RB,6,TeMisc,Pitfall,1,15,7.6
BELG1-RB/6 PrSpHu,BELG1,RB,6,PrSpHu,Pitfall,2,1,3.1
BELG1-RB/6 PrBeet,BELG1,RB,6,PrBeet,Pitfall,2,1,0.1
BELG1-RB/6 TeMisc,BELG1,RB,6,TeMisc,Pitfall,2,6,3.9
BELG1-RB/6 PrSpHu,BELG1,RB,6,PrSpHu,Pitfall,3,2,3.4
BELG1-RB/6 TeMisc,BELG1,RB,6,TeMisc,Pitfall,3,3,22.8
BELG1-RB/6 AeAqDi,BELG1,RB,6,AeAqDi,Pitfall,3,1,0.1
BELG1-RB/6 TeMisc,BELG1,RB,6,TeMisc,Pitfall,3,8,4.7
BELG1-RB/8 PrSpHu,BELG1,RB,8,PrSpHu,Pitfall,1,5,2.1
BELG1-RB/8 PrBeet,BELG1,RB,8,PrBeet,Pitfall,1,1,1
BELG1-RB/8 TeMisc,BELG1,RB,8,TeMisc,Pitfall,1,4,13.4
BELG1-RB/8 PrSpHu,BELG1,RB,8,PrSpHu,Pitfall,2,2,0.6
BELG1-RB/8 PrBeet,BELG1,RB,8,PrBeet,Pitfall,2,2,0.2
BELG1-RB/8 PrSpWe,BELG1,RB,8,PrSpWe,Pitfall,2,1,1
BELG1-RB/8 TeMisc,BELG1,RB,8,TeMisc,Pitfall,2,10,0.8
BELG1-RB/8 PrSpHu,BELG1,RB,8,PrSpHu,Pitfall,3,4,3
BELG1-RB/8 TeMisc,BELG1,RB,8,TeMisc,Pitfall,3,37,13.2
BELG1-RB/16 PrSpHu,BELG1,RB,16,PrSpHu,Pitfall,1,5,7.8
BELG1-RB/16 PrBeet,BELG1,RB,16,PrBeet,Pitfall,1,3,8.6
BELG1-RB/16 TeMisc,BELG1,RB,16,TeMisc,Pitfall,1,9,15.3
BELG1-RB/16 HeHemi,BELG1,RB,16,HeHemi,Pitfall,1,1,0.8
BELG1-RB/16 AqMisc,BELG1,RB,16,AqMisc,Pitfall,2,1,0.5
BELG1-RB/16 PrSpHu,BELG1,RB,16,PrSpHu,Pitfall,2,2,25.5
BELG1-RB/16 TeMisc,BELG1,RB,16,TeMisc,Pitfall,2,4,0.1
BELG1-RB/16 PrSpWe,BELG1,RB,16,PrSpWe,Pitfall,2,2,1.7
BELG1-RB/16 PrBeet,BELG1,RB,16,PrBeet,Pitfall,3,1,0.9
BELG1-RB/16 TeMisc,BELG1,RB,16,TeMisc,Pitfall,3,5,21.2
BELG1-RB/16 PrSpWe,BELG1,RB,16,PrSpWe,Pitfall,3,1,1.4
BELG1-RB/16 PrSpHu,BELG1,RB,16,PrSpHu,Pitfall,3,4,4.7
BELG1-RB/24 PrSpHu,BELG1,RB,24,PrSpHu,Pitfall,1,3,12.2
BELG1-RB/24 TeMisc,BELG1,RB,24,TeMisc,Pitfall,1,6,1.5
BELG1-RB/24 PrSpHu,BELG1,RB,24,PrSpHu,Pitfall,2,9,8.7
BELG1-RB/24 TeMisc,BELG1,RB,24,TeMisc,Pitfall,2,13,5.6
BELG1-RB/24 HeHemi,BELG1,RB,24,HeHemi,Pitfall,2,1,1.5
BELG1-RB/24 PrBeet,BELG1,RB,24,PrBeet,Pitfall,2,1,0.1
BELG1-RB/24 TeMisc,BELG1,RB,24,TeMisc,Pitfall,3,14,19.4
BELG1-RB/24 PrSpHu,BELG1,RB,24,PrSpHu,Pitfall,3,6,2.9
BELG1-RB/36 PrSpHu,BELG1,RB,36,PrSpHu,Pitfall,1,3,7.6
BELG1-RB/36 TeMisc,BELG1,RB,36,TeMisc,Pitfall,1,14,6.1
BELG1-RB/36 HeHemi,BELG1,RB,36,HeHemi,Pitfall,1,2,5.8
BELG1-RB/36 PrSpHu,BELG1,RB,36,PrSpHu,Pitfall,2,1,0.1
BELG1-RB/36 TeMisc,BELG1,RB,36,TeMisc,Pitfall,2,17,8
BELG1-RB/36 TeMisc,BELG1,RB,36,TeMisc,Pitfall,3,15,6.1
BELG1-RB/36 PrBeet,BELG1,RB,36,PrBeet,Pitfall,3,1,0.6
BELG1-LB/64 PrSpWe,BELG1,LB,64,PrSpWe,Sweep,0,7,14.9
BELG1-LB/64 PrSpHu,BELG1,LB,64,PrSpHu,Sweep,0,4,1.5
BELG1-LB/64 TeMisc,BELG1,LB,64,TeMisc,Sweep,0,4,19.7
BELG1-LB/64 HeHemi,BELG1,LB,64,HeHemi,Sweep,0,3,14.4
BELG1-LB/64 HeLepi,BELG1,LB,64,HeLepi,Sweep,0,1,1.5
BELG1-LB/71 PrSpWe,BELG1,LB,71,PrSpWe,Sweep,0,5,4.2
BELG1-LB/71 PrSpHu,BELG1,LB,71,PrSpHu,Sweep,0,4,2.8
BELG1-LB/71 HeHemi,BELG1,LB,71,HeHemi,Sweep,0,15,103.6
BELG1-LB/71 TeMisc,BELG1,LB,71,TeMisc,Sweep,0,1,0.3
BELG1-LB/71 HeLepi,BELG1,LB,71,HeLepi,Sweep,0,1,3.1
BELG1-LB/79 PrSpHu,BELG1,LB,79,PrSpHu,Sweep,0,8,5.1
BELG1-LB/79 PrSpWe,BELG1,LB,79,PrSpWe,Sweep,0,1,2.3
BELG1-LB/79 PrBeet,BELG1,LB,79,PrBeet,Sweep,0,1,0.7
BELG1-LB/79 TeMisc,BELG1,LB,79,TeMisc,Sweep,0,26,105.6
BELG1-LB/79 HeLepi,BELG1,LB,79,HeLepi,Sweep,0,1,4.5
BELG1-LB/84 PrSpHu,BELG1,LB,84,PrSpHu,Sweep,0,12,7
BELG1-LB/84 PrSpWe,BELG1,LB,84,PrSpWe,Sweep,0,6,0.9
BELG1-LB/84 PrBeet,BELG1,LB,84,PrBeet,Sweep,0,3,1.6
BELG1-LB/84 HeHemi,BELG1,LB,84,HeHemi,Sweep,0,21,67.7
BELG1-LB/84 TeMisc,BELG1,LB,84,TeMisc,Sweep,0,2,1.3
BELG1-RB/6 PrSpHu,BELG1,RB,6,PrSpHu,Sweep,0,2,1
BELG1-RB/6 PrSpWe,BELG1,RB,6,PrSpWe,Sweep,0,4,0.1
BELG1-RB/6 TeMisc,BELG1,RB,6,TeMisc,Sweep,0,5,5.6
BELG1-RB/6 HeHemi,BELG1,RB,6,HeHemi,Sweep,0,1,0.6
BELG1-RB/8 PrSpHu,BELG1,RB,8,PrSpHu,Sweep,0,2,1.1
BELG1-RB/8 PrSpWe,BELG1,RB,8,PrSpWe,Sweep,0,2,0.4
BELG1-RB/8 TeMisc,BELG1,RB,8,TeMisc,Sweep,0,4,16.7
BELG1-RB/8 HeHemi,BELG1,RB,8,HeHemi,Sweep,0,1,0.5
BELG1-RB/16 PrSpHu,BELG1,RB,16,PrSpHu,Sweep,0,7,3.1
BELG1-RB/16 PrSpWe,BELG1,RB,16,PrSpWe,Sweep,0,1,2
BELG1-RB/16 TeMisc,BELG1,RB,16,TeMisc,Sweep,0,2,15.9
BELG1-RB/16 HeHemi,BELG1,RB,16,HeHemi,Sweep,0,2,2.5
BELG1-RB/24 PrSpHu,BELG1,RB,24,PrSpHu,Sweep,0,4,2.7
BELG1-RB/24 PrSpWe,BELG1,RB,24,PrSpWe,Sweep,0,9,8
BELG1-RB/24 TeMisc,BELG1,RB,24,TeMisc,Sweep,0,3,2
BELG1-RB/24 PrBeet,BELG1,RB,24,PrBeet,Sweep,0,2,0.9
BELG1-RB/24 HeHemi,BELG1,RB,24,HeHemi,Sweep,0,8,13.2
BELG1-RB/32 PrSpHu,BELG1,RB,32,PrSpHu,Sweep,0,5,9
BELG1-RB/32 PrSpWe,BELG1,RB,32,PrSpWe,Sweep,0,7,7.7
BELG1-RB/32 HeHemi,BELG1,RB,32,HeHemi,Sweep,0,5,9.8
BELG1-RB/32 TeMisc,BELG1,RB,32,TeMisc,Sweep,0,19,9.7
BELG1-LB/0 PrSpHu,BELG1,LB,0,PrSpHu,Ground,0,4,7.6
